,data,subsistema,id_empreendimento_aneel,id_reservatorio_planejamento,id_posto_vazao,reservatorio_equivalente,reservatorio,tipo_reservatorio,usina,bacia,rio,cota_maxima,cota_minima,volume_maximo,volume_minimo,volume_util,produtividade_especifica,produtividade_65_volume_util,tipo_perda,perda_carga,latitude,longitude,sistema,codigo,estado_sigla
97,1926-04-01,SUDESTE/CENTRO-OESTE,UHE.PH.SP.001084-7.01,119,318,SUDESTE,HENRY BORDEN,FIO DAGUA,HENRY BORDEN EXTERNA,TIETE,CUBATAO,728.75,728.75,1.0,1.0,1.0,0.007939,5.6808,m,10.67,-23.87444444,-46.4525,sin,19035,SP
98,1978-01-02,SUDESTE/CENTRO-OESTE,UHE.PH.SP.027122-5.01,121,121,SUDESTE,PARAIBUNA,RESERVATORIO COM USINA,PARAIBUNA,PARAIBA DO SUL,PARAIBA SUL,714.0,694.6,4732.0,2096.0,2636.15,0.008702,0.7007,m,2.14,-23.41,-45.60055556,sin,19090,SP
99,1999-06-06,SUDESTE/CENTRO-OESTE,UHE.PH.SP.002696-4.01,122,122,SUDESTE,SANTA BRANCA,RESERVATORIO COM USINA,SANTA BRANCA,PARAIBA DO SUL,PARAIBA SUL,622.0,605.0,439.0,131.0,307.27,0.00896,0.3679,m,0.61,-23.37416667,-45.87,sin,19091,SP
100,1969-04-01,SUDESTE/CENTRO-OESTE,UHE.PH.RJ.027118-7.01,123,123,SUDESTE,FUNIL,RESERVATORIO COM USINA,FUNIL,PARAIBA DO SUL,PARAIBA SUL,466.5,444.0,888.0,283.0,605.7,0.008616,0.5575,m,1.04,-22.52861111,-44.56694444,nordeste_semiarido,12192,BA
101,1969-04-01,SUDESTE/CENTRO-OESTE,UHE.PH.RJ.027118-7.01,123,123,SUDESTE,FUNIL,RESERVATORIO COM USINA,FUNIL,PARAIBA DO SUL,PARAIBA SUL,466.5,444.0,888.0,283.0,605.7,0.008616,0.5575,m,1.04,-22.52861111,-44.56694444,sin,19093,RJ
102,2000-06-02,SUDESTE/CENTRO-OESTE,UHE.PH.RJ.027217-5.01,125,125,SUDESTE,SANTA CECILIA,RESERVATORIO COM USINA DE BOMBEAMENTO,SANTA CECILIA,PARAIBA DO SUL,PARAIBA SUL,352.95,352.95,6.0,6.0,4.35,0.0,0.0,m,0.0,-22.48222222,-43.83888889,sin,19094,RJ
103,2006-07-01,SUDESTE/CENTRO-OESTE,UHE.PH.MG.002053-2.01,126,197,SUDESTE,PICADA,FIO DAGUA,PICADA,PARAIBA DO SUL,RIO DO PEIXE,659.2,658.7,7.0,6.0,0.55,0.008895,1.1546,m,3.03,-21.88416667,-43.54055556,sin,19095,MG
104,1998-09-15,SUDESTE/CENTRO-OESTE,UHE.PH.MG.002757-0.01,127,198,SUDESTE,SOBRAGI,FIO DAGUA,SOBRAGI,PARAIBA DO SUL,PARAIBUNA,437.3,436.4,0.09,0.06,0.03,0.008933,0.7164,m,1.57,-21.98166667,-43.35055556,sin,19096,MG
105,2013-06-05,SUDESTE/CENTRO-OESTE,UHE.PH.MG.029458-6.01,129,126,SUDESTE,SIMPLICIO,FIO DAGUA,SIMPLICIO,PARAIBA DO SUL,PARAIBA SUL,251.5,246.0,14.62,10.58,4.04,0.008865,0.9762,m,1.1,-21.92138889,-42.78972222,sin,19150,MG
106,1940-01-01,SUDESTE/CENTRO-OESTE,UHE.PH.RJ.000973-3.01,132,303,SUDESTE,FONTES,FIO DAGUA,FONTES NOVA,PARAIBA DO SUL,RIBEIRAO LAJE,415.0,415.0,445.35,445.35,1.0,0.008767,2.7014,m,15.19,-22.69111111,-43.86277778,sin,19102,RJ
107,1962-04-01,SUDESTE/CENTRO-OESTE,UHE.PH.RJ.002043-5.01,133,306,SUDESTE,PEREIRA PASSOS,FIO DAGUA,PEREIRA PASSOS,PARAIBA DO SUL,RIBEIRAO LAJE,86.5,82.5,17.0,17.0,4.07,0.008602,0.3233,m,0.43,-22.68666667,-43.82527778,sin,19104,RJ
108,1956-02-28,SUDESTE/CENTRO-OESTE,UHE.PH.MG.027210-8.01,134,134,SUDESTE,SALTO GRANDE CM,FIO DAGUA,SALTO GRANDE,DOCE,SANTO ANTONIO,356.0,346.0,78.0,78.0,47.0,0.008646,0.802,m,4.99,-19.11555556,-42.72,sin,19107,MG
109,2001-09-04,SUDESTE/CENTRO-OESTE,UHE.PH.MG.027196-9.01,135,263,SUDESTE,PORTO ESTRELA,RESERVATORIO COM USINA,PORTO ESTRELA,DOCE,DOCE,255.0,246.0,89.0,56.0,33.12,0.008977,0.4155,m,0.41,-19.11472222,-42.66305556,sin,19108,MG
110,2023-04-28,SUDESTE/CENTRO-OESTE,UHE.PH.MG.000641-6.01,139,149,SUDESTE,CANDONGA,FIO DAGUA,RISOLETA NEVES (ANTIGA CANDONGA),DOCE,DOCE,327.5,326.5,29.75,27.12,2.63,0.009074,0.4503,m,0.4,-20.20694444,-42.85527778,sin,19109,MG
111,2009-09-09,SUDESTE/CENTRO-OESTE,UHE.PH.MG.029453-5.01,141,141,SUDESTE,BAGUARI,FIO DAGUA,BAGUARI,DOCE,DOCE,185.0,184.5,38.07,31.42,6.5,0.008978,0.1698,m,0.2,-19.02916667,-42.12972222,sin,19110,MG
112,2005-07-30,SUDESTE/CENTRO-OESTE,UHE.PH.MG.000042-6.01,143,148,SUDESTE,AIMORES,FIO DAGUA,AIMORES,DOCE,DOCE,90.0,89.6,185.52,156.55,12.14,0.008926,0.2558,m,0.32,-19.45333333,-41.09666667,sin,19111,MG
113,1973-09-21,SUDESTE/CENTRO-OESTE,UHE.PH.ES.001432-0.01,144,144,SUDESTE,MASCARENHAS,FIO DAGUA,MASCARENHAS,DOCE,DOCE,60.75,59.5,21.85,17.81,4.04,0.008953,0.1989,m,0.17,-19.5,-40.92,sin,19112,ES
114,2006-07-20,SUDESTE/CENTRO-OESTE,UHE.PH.MG.001146-0.01,148,255,SUDESTE,IRAPE,RESERVATORIO COM USINA,IRAPE,JEQUITINHONHA,JEQUITINHONHA,510.0,470.8,5963.92,2267.94,3699.86,0.008719,1.4533,m,2.0,-16.73583333,-42.57555556,sin,19115,MG
115,2010-03-03,SUDESTE/CENTRO-OESTE,UHE.PH.MG.029457-8.01,155,155,SUDESTE,RETIRO BAIXO,RESERVATORIO COM USINA,RETIRO BAIXO,SAO FRANCISCO,PARAOPEBA,616.0,614.0,241.59,200.72,41.61,0.00896,0.3346,m,0.55,-18.89444444,-44.78166667,sin,19118,MG
116,2004-04-09,SUDESTE/CENTRO-OESTE,UHE.PH.MG.002176-8.01,162,158,SUDESTE,QUEIMADO,RESERVATORIO COM USINA,QUEIMADO,SAO FRANCISCO,RIO PRETO,829.0,811.0,557.0,95.25,389.46,0.008911,1.6404,m,2.47,-16.21138889,-47.32527778,sin,19120,GO
117,2004-04-09,SUDESTE/CENTRO-OESTE,UHE.PH.MG.002176-8.01,162,158,SUDESTE,QUEIMADO,RESERVATORIO COM USINA,QUEIMADO,SAO FRANCISCO,RIO PRETO,829.0,811.0,557.0,95.25,389.46,0.008911,1.6404,m,2.47,-16.21138889,-47.32527778,sin,19120,MG
118,1997-11-02,SUDESTE/CENTRO-OESTE,UHE.PH.MG.001079-0.01,192,262,SUDESTE,GUILM. AMORIM,FIO DAGUA,GUILMAN AMORIM,DOCE,PIRACICABA,495.0,492.0,12.0,12.0,2.73,0.008778,1.0066,m,3.15,-19.7075,-42.96111111,sin,19105,MG
119,2001-04-01,SUDESTE/CENTRO-OESTE,UHE.PH.MG.002563-1.01,193,184,SUDESTE,SA CARVALHO,FIO DAGUA,SA CARVALHO,DOCE,PIRACICABA,372.93,371.43,1.0,1.0,0.96,0.008649,0.9364,m,7.82,-19.64583333,-42.85,sin,19106,MG
120,2003-06-06,SUDESTE/CENTRO-OESTE,UHE.PH.MT.001245-9.01,195,295,SUDESTE,JAURU,FIO DAGUA,JAURU,PARAGUAI,JAURU,355.0,354.53,17.15,16.25,0.9,0.008912,0.9297,m,1.48,-15.24083333,-58.73111111,sin,19089,MT
121,2000-01-17,SUDESTE/CENTRO-OESTE,UHE.PH.ES.002553-4.01,217,196,SUDESTE,ROSAL,FIO DAGUA,ROSAL,ITABAPOANA,ITABAPOANA,555.0,550.0,11.0,11.0,7.0,0.008881,1.6903,m,3.89,-20.91666667,-41.72166667,sin,19113,RJ
122,2000-01-17,SUDESTE/CENTRO-OESTE,UHE.PH.ES.002553-4.01,217,196,SUDESTE,ROSAL,FIO DAGUA,ROSAL,ITABAPOANA,ITABAPOANA,555.0,550.0,11.0,11.0,7.0,0.008881,1.6903,m,3.89,-20.91666667,-41.72166667,sin,19113,ES
123,1998-04-17,SUDESTE/CENTRO-OESTE,UHE.PH.GO.002731-6.01,251,27,SUDESTE,SERRA DA MESA,RESERVATORIO COM USINA,SERRA DA MESA,TOCANTINS,TOCANTINS,460.0,417.3,54400.0,11150.0,43250.0,0.009093,1.0404,m,1.25,-13.83416667,-48.30583333,sin,19128,GO
124,2002-05-22,SUDESTE/CENTRO-OESTE,UHE.PH.GO.000630-0.01,252,191,SUDESTE,CANA BRAVA,FIO DAGUA,CANA BRAVA,TOCANTINS,TOCANTINS,333.0,330.0,2300.0,2300.0,393.87,0.00887,0.3868,m,1.04,-13.40416667,-48.1425,sin,19129,GO
125,2009-08-06,SUDESTE/CENTRO-OESTE,UHE.PH.TO.028567-6.01,253,253,SUDESTE,SAO SALVADOR,FIO DAGUA,SAO SALVADOR,TOCANTINS,TOCANTINS,287.0,286.5,952.0,952.0,59.14,0.009024,0.2149,m,0.58,-12.83472222,-48.22472222,sin,19130,TO
126,2006-06-27,SUDESTE/CENTRO-OESTE,UHE.PH.TO.028353-3.01,257,257,SUDESTE,PEIXE ANGICAL,RESERVATORIO COM USINA,PEIXE ANGICAL,TOCANTINS,TOCANTINS,263.0,261.0,2741.0,2212.7,526.82,0.009041,0.2408,m,0.43,-12.2375,-48.38305556,sin,19131,TO
127,2001-12-01,SUDESTE/CENTRO-OESTE,UHE.PH.TO.001304-8.01,261,273,SUDESTE,LAJEADO,FIO DAGUA,LUIS EDUARDO MAGALHAES (LAJEADO),TOCANTINS,TOCANTINS,212.3,211.5,4940.0,4940.0,482.37,0.00904,0.3315,m,0.43,-9.756388889,-48.37416667,sin,19132,TO
128,2001-02-02,SUDESTE/CENTRO-OESTE,UHE.PH.MT.001401-0.01,278,278,SUDESTE,MANSO,RESERVATORIO COM USINA,MANSO,PARAGUAI,MANSO,287.0,278.0,7337.0,4386.0,2951.0,0.008598,0.508,m,0.49,-14.87138889,-55.78361111,sin,19086,MT
129,2005-07-19,SUDESTE/CENTRO-OESTE,UHE.PH.MT.002103-2.01,281,281,SUDESTE,PONTE DE PEDRA,FIO DAGUA,PONTE DE PEDRA,PARAGUAI,CORRENTES,396.0,393.0,199.0,199.0,38.49,0.009168,2.2106,m,2.52,-17.58638889,-54.90722222,sin,19088,MT
130,2005-07-19,SUDESTE/CENTRO-OESTE,UHE.PH.MT.002103-2.01,281,281,SUDESTE,PONTE DE PEDRA,FIO DAGUA,PONTE DE PEDRA,PARAGUAI,CORRENTES,396.0,393.0,199.0,199.0,38.49,0.009168,2.2106,m,2.52,-17.58638889,-54.90722222,sin,19088,MS
131,2002-02-20,SUDESTE/CENTRO-OESTE,UHE.PH.MG.002699-9.01,283,283,SUDESTE,STA.CLARA-MG,FIO DAGUA,SANTA CLARA,MUCURI,MUCURI,86.0,81.0,150.44,115.99,34.45,0.008712,0.4495,m,0.6,-17.89583333,-40.20333333,sin,19114,MG
132,2002-10-24,SUDESTE/CENTRO-OESTE,UHE.PH.MT.027244-2.01,304,259,SUDESTE,ITIQUIRA I,FIO DAGUA,ITIQUIRA I,PARAGUAI,ITIQUIRA,412.0,411.2,5.0,5.0,0.66,0.008793,0.7685,m,4.28,-17.08361111,-54.87555556,sin,19087,MT
133,2002-12-22,SUDESTE/CENTRO-OESTE,UHE.PH.MT.027244-2.01,305,252,SUDESTE,ITIQUIRA II,FIO DAGUA,ITIQUIRA II,PARAGUAI,ITIQUIRA,320.0,320.0,1.0,1.0,1.0,0.008968,1.2239,m,2.62,-17.08166667,-54.9025,sin,19155,MT
134,2003-02-05,NORDESTE,UHE.PH.BA.001175-4.01,154,188,NORDESTE,ITAPEBI,FIO DAGUA,ITAPEBI,JEQUITINHONHA,JEQUITINHONHA,110.0,109.0,1633.56,1565.27,68.29,0.008842,0.715,m,0.88,-15.96972222,-39.59333333,sin,19116,BA
135,1979-04-30,NORDESTE,UHE.PH.BA.002755-3.01,169,169,NORDESTE,SOBRADINHO,RESERVATORIO COM USINA,SOBRADINHO,SAO FRANCISCO,SAO FRANCISCO,392.5,380.5,34116.0,5447.0,28669.0,0.008881,0.2449,m,0.17,-9.429722222,-40.83,sin,19121,BA
136,1977-02-28,NORDESTE,UHE.PH.AL.001510-5.01,173,173,NORDESTE,MOXOTO,FIO DAGUA,APOLONIO SALES (ANTIGA MOXOTO),SAO FRANCISCO,SAO FRANCISCO,252.0,250.0,1226.0,1226.0,209.0,0.008973,0.0974,m,0.22,-9.356111111,-38.21027778,sin,19123,AL
137,1977-02-28,NORDESTE,UHE.PH.AL.001510-5.01,173,173,NORDESTE,MOXOTO,FIO DAGUA,APOLONIO SALES (ANTIGA MOXOTO),SAO FRANCISCO,SAO FRANCISCO,252.0,250.0,1226.0,1226.0,209.0,0.008973,0.0974,m,0.22,-9.356111111,-38.21027778,sin,19123,BA
138,1955-01-31,NORDESTE,UHE.PH.BA.002012-5.01,174,174,NORDESTE,"P. AFONSO 1,2,3",FIO DAGUA,PAULO AFONSO I,SAO FRANCISCO,SAO FRANCISCO,230.3,228.3,26.0,26.0,9.8,0.008792,0.38,%,1.08,-9.395833333,-38.20361111,sin,19124,BA
139,1955-01-31,NORDESTE,UHE.PH.BA.002012-5.01,174,174,NORDESTE,"P. AFONSO 1,2,3",FIO DAGUA,PAULO AFONSO I,SAO FRANCISCO,SAO FRANCISCO,230.3,228.3,26.0,26.0,9.8,0.008792,0.38,%,1.08,-9.395833333,-38.20361111,sin,19124,AL
140,1971-04-30,NORDESTE,UHE.PH.BA.027049-0.01,174,174,NORDESTE,"P. AFONSO 1,2,3",FIO DAGUA,PAULO AFONSO III,SAO FRANCISCO,SAO FRANCISCO,230.3,228.3,26.0,26.0,9.8,0.008792,0.38,%,1.08,-9.395833333,-38.20361111,sin,19124,BA
141,1971-04-30,NORDESTE,UHE.PH.BA.027049-0.01,174,174,NORDESTE,"P. AFONSO 1,2,3",FIO DAGUA,PAULO AFONSO III,SAO FRANCISCO,SAO FRANCISCO,230.3,228.3,26.0,26.0,9.8,0.008792,0.38,%,1.08,-9.395833333,-38.20361111,sin,19124,AL
142,1961-04-30,NORDESTE,UHE.PH.BA.027048-2.01,174,174,NORDESTE,"P. AFONSO 1,2,3",FIO DAGUA,PAULO AFONSO II,SAO FRANCISCO,SAO FRANCISCO,230.3,228.3,26.0,26.0,9.8,0.008792,0.38,%,1.08,-9.395833333,-38.20361111,sin,19124,BA
143,1961-04-30,NORDESTE,UHE.PH.BA.027048-2.01,174,174,NORDESTE,"P. AFONSO 1,2,3",FIO DAGUA,PAULO AFONSO II,SAO FRANCISCO,SAO FRANCISCO,230.3,228.3,26.0,26.0,9.8,0.008792,0.38,%,1.08,-9.395833333,-38.20361111,sin,19124,AL
144,1969-04-30,NORDESTE,UHE.PH.BA.027050-4.01,175,175,NORDESTE,P. AFONSO 4,FIO DAGUA,PAULO AFONSO IV,SAO FRANCISCO,SAO FRANCISCO,252.0,250.0,1277.0,1068.0,209.0,0.009086,0.5439,m,0.85,-9.415833333,-38.21055556,sin,19125,AL
145,1969-04-30,NORDESTE,UHE.PH.BA.027050-4.01,175,175,NORDESTE,P. AFONSO 4,FIO DAGUA,PAULO AFONSO IV,SAO FRANCISCO,SAO FRANCISCO,252.0,250.0,1277.0,1068.0,209.0,0.009086,0.5439,m,0.85,-9.415833333,-38.21055556,sin,19125,BA
146,1994-04-30,NORDESTE,UHE.PH.SE.027053-9.01,178,178,NORDESTE,XINGO,FIO DAGUA,XINGO,SAO FRANCISCO,SAO FRANCISCO,138.0,137.2,3800.0,3800.0,41.0,0.009014,1.0781,m,0.84,-9.617777778,-37.79694444,sin,19126,AL
147,1994-04-30,NORDESTE,UHE.PH.SE.027053-9.01,178,178,NORDESTE,XINGO,FIO DAGUA,XINGO,SAO FRANCISCO,SAO FRANCISCO,138.0,137.2,3800.0,3800.0,41.0,0.009014,1.0781,m,0.84,-9.617777778,-37.79694444,sin,19126,SE
148,2004-12-16,NORDESTE,UHE.PH.BA.028565-0.01,189,254,NORDESTE,PEDRA DO CAVALO,RESERVATORIO COM USINA,PEDRA DO CAVALO,PARAGUACU,PARAGUACU,114.5,106.0,3134.0,2192.0,942.0,0.00892,0.9483,m,1.35,-12.5825,-39.00194444,sin,19117,BA
149,1977-07-27,NORTE,UHE.PH.PA.027130-6.01,272,277,BELO MONTE,CURUA-UNA,RESERVATORIO COM USINA,CURUA-UNA,AMAZONAS,CURUA-UNA,32.22,25.22,602.0,133.0,469.0,0.008715,0.1679,m,0.13,-2.816111111,-54.30055556,sin,19139,PA
150,2016-04-20,NORTE,UHE.PH.PA.030354-2.01,288,292,BELO MONTE,BELO MONTE,FIO DAGUA,BELO MONTE,AMAZONAS,XINGU,97.0,96.7,2276.29,2169.66,106.63,0.009119,0.8185,m,1.61,-3.126388889,-51.775,sin,19152,PA
151,2016-04-28,NORTE,UHE.PH.PA.030354-2.01,314,288,BELO MONTE,PIMENTAL,FIO DAGUA,PIMENTAL,AMAZONAS,XINGU,97.0,96.7,2276.29,2169.66,106.63,0.008861,0.114,m,0.13,-3.4375,-51.94722222,sin,19156,PA
152,2017-12-28,SUDESTE/CENTRO-OESTE,UHE.PH.PA.031444-7.01,23,23,TELES PIRES,SAO MANOEL,FIO DAGUA,SAO MANOEL,AMAZONAS,TELES PIRES,161.0,160.0,570.08,490.27,59.81,0.009153,0.2267,m,0.27,-9.189444444,-57.05277778,sin,19158,MT
153,2019-09-17,SUDESTE/CENTRO-OESTE,UHE.PH.MT.031428-5.01,227,227,TELES PIRES,SINOP,RESERVATORIO COM USINA,SINOP,AMAZONAS,TELES PIRES,302.0,292.0,3071.18,1045.21,2025.97,0.009103,0.2431,m,0.31,-11.26294444,-55.45180556,sin,19162,MT
154,2019-03-09,SUDESTE/CENTRO-OESTE,UHE.PH.MT.030422-0.01,228,228,TELES PIRES,COLIDER,FIO DAGUA,COLIDER,AMAZONAS,TELES PIRES,272.0,271.4,1524.5,1427.48,97.02,0.009153,0.2078,m,0.35,-10.97555556,-55.76333333,sin,19154,MT
155,2015-11-07,SUDESTE/CENTRO-OESTE,UHE.PH.PA.030557-0.01,229,229,TELES PIRES,TELES PIRES,FIO DAGUA,TELES PIRES,AMAZONAS,TELES PIRES,220.44,219.94,961.11,890.33,70.78,0.009035,0.5054,m,0.86,-9.351111111,-56.7775,sin,19160,MT
156,1990-12-31,NORTE,UHE.PH.AP.000783-8.01,28,28,MANAUS-AMAPA,COARACY NUNES,FIO DAGUA,COARACY NUNES,ARAGUARI,ARAGUARI-AP,42.14,35.14,138.5,25.0,113.5,0.008918,0.1795,m,0.32,0.915277778,-51.25944444,sin,19144,AP
157,2016-05-05,NORTE,UHE.PH.AP.031186-3.01,204,204,MANAUS-AMAPA,CACHOEIRA CALDEIRAO,FIO DAGUA,CACHOEIRA CALDEIRAO,ARAGUARI,ARAGUARI-AP,58.3,58.3,231.21,231.21,0.0,0.009037,0.1406,m,0.32,0.852777778,-51.29666667,sin,19153,AP
158,1989-02-13,NORTE,UHE.PH.AM.000190-2.01,277,269,MANAUS-AMAPA,BALBINA,RESERVATORIO COM USINA,BALBINA,AMAZONAS,UATUMA,51.0,46.0,20006.22,9711.9,10209.79,0.008978,0.208,m,0.3,-1.913611111,-59.47388889,sin,19141,AM
159,2014-11-04,NORTE,UHE.PH.AP.030385-2.01,284,297,MANAUS-AMAPA,FERREIRA GOMES,FIO DAGUA,FERREIRA GOMES,ARAGUARI,ARAGUARI-AP,21.3,20.3,137.13,120.4,16.73,0.008937,0.1499,m,0.2,0.855666667,-51.19683333,sin,19146,AP
160,2014-09-17,NORTE,UHE.PH.AP.026792-9.01,286,29,MANAUS-AMAPA,STO ANTONIO DO JARI,FIO DAGUA,SANTO ANTONIO DO JARI,AMAZONAS,JARI,30.0,29.1,133.39,107.32,26.07,0.00898,0.2315,m,0.29,-0.8675,-52.40555556,sin,19151,AP
161,2014-09-17,NORTE,UHE.PH.AP.026792-9.01,286,29,MANAUS-AMAPA,STO ANTONIO DO JARI,FIO DAGUA,SANTO ANTONIO DO JARI,AMAZONAS,JARI,30.0,29.1,133.39,107.32,26.07,0.00898,0.2315,m,0.29,-0.8675,-52.40555556,sin,19151,PA
162,1958-05-31,SUDESTE/CENTRO-OESTE,UHE.PH.SP.002648-4.01,5,5,PARANAPANEMA,SALTO GRANDE CS,FIO DAGUA,SALTO GRANDE (LUCAS NOGUEIRA GARCEZ),PARANAPANEMA,PARANAPANEMA,384.67,381.17,45.0,45.0,29.33,0.008581,0.1483,m,0.23,-22.90194444,-49.99888889,sin,19052,SP
163,1958-05-31,SUDESTE/CENTRO-OESTE,UHE.PH.SP.002648-4.01,5,5,PARANAPANEMA,SALTO GRANDE CS,FIO DAGUA,SALTO GRANDE (LUCAS NOGUEIRA GARCEZ),PARANAPANEMA,PARANAPANEMA,384.67,381.17,45.0,45.0,29.33,0.008581,0.1483,m,0.23,-22.90194444,-49.99888889,sin,19052,PR
164,1962-09-21,SUDESTE/CENTRO-OESTE,UHE.PH.SP.001285-8.01,47,47,PARANAPANEMA,JURUMIRIM,RESERVATORIO COM USINA,JURUMIRIM (ARMANDO AVELLANAL LAYDNER),PARANAPANEMA,PARANAPANEMA,568.0,559.7,7008.0,3843.0,3164.93,0.008875,0.2907,m,0.41,-23.21083333,-49.22916667,sin,19048,SP
165,2002-09-12,SUDESTE/CENTRO-OESTE,UHE.PH.SP.002077-0.01,48,48,PARANAPANEMA,PIRAJU,FIO DAGUA,PIRAJU,PARANAPANEMA,PARANAPANEMA,531.5,531.3,84.0,84.0,3.28,0.009024,0.2306,m,0.3,-23.15333333,-49.38083333,sin,19049,SP
166,1970-02-06,SUDESTE/CENTRO-OESTE,UHE.PH.SP.000764-1.01,49,49,PARANAPANEMA,CHAVANTES,RESERVATORIO COM USINA,CHAVANTES,PARANAPANEMA,PARANAPANEMA,474.0,465.23,8795.0,5754.0,3041.12,0.008791,0.6177,m,2.19,-23.13055556,-49.73333333,sin,19050,SP
167,1970-02-06,SUDESTE/CENTRO-OESTE,UHE.PH.SP.000764-1.01,49,49,PARANAPANEMA,CHAVANTES,RESERVATORIO COM USINA,CHAVANTES,PARANAPANEMA,PARANAPANEMA,474.0,465.23,8795.0,5754.0,3041.12,0.008791,0.6177,m,2.19,-23.13055556,-49.73333333,sin,19050,PR
168,1999-05-15,SUDESTE/CENTRO-OESTE,UHE.PH.SP.027092-0.01,51,51,PARANAPANEMA,CANOAS II,FIO DAGUA,CANOAS II,PARANAPANEMA,PARANAPANEMA,366.0,365.0,151.0,151.0,22.75,0.009089,0.1288,m,0.21,-22.93777778,-50.24888889,sin,19053,SP
169,1999-05-15,SUDESTE/CENTRO-OESTE,UHE.PH.SP.027092-0.01,51,51,PARANAPANEMA,CANOAS II,FIO DAGUA,CANOAS II,PARANAPANEMA,PARANAPANEMA,366.0,365.0,151.0,151.0,22.75,0.009089,0.1288,m,0.21,-22.93777778,-50.24888889,sin,19053,PR
170,1999-05-09,SUDESTE/CENTRO-OESTE,UHE.PH.SP.000647-5.01,52,52,PARANAPANEMA,CANOAS I,FIO DAGUA,CANOAS I,PARANAPANEMA,PARANAPANEMA,351.0,350.0,212.0,212.0,27.7,0.009124,0.1489,m,0.22,-22.94222222,-50.51638889,sin,19054,SP
171,1999-05-09,SUDESTE/CENTRO-OESTE,UHE.PH.SP.000647-5.01,52,52,PARANAPANEMA,CANOAS I,FIO DAGUA,CANOAS I,PARANAPANEMA,PARANAPANEMA,351.0,350.0,212.0,212.0,27.7,0.009124,0.1489,m,0.22,-22.94222222,-50.51638889,sin,19054,PR
172,1977-03-10,SUDESTE/CENTRO-OESTE,UHE.PH.SP.000657-2.01,61,61,PARANAPANEMA,CAPIVARA,RESERVATORIO COM USINA,CAPIVARA (ESCOLA DE ENGENHARIA MACKENZIE),PARANAPANEMA,PARANAPANEMA,334.0,321.0,10540.0,4816.0,5724.93,0.008554,0.3744,m,1.51,-22.66111111,-51.35388889,nordeste_semiarido,12100,PB
173,1977-03-10,SUDESTE/CENTRO-OESTE,UHE.PH.SP.000657-2.01,61,61,PARANAPANEMA,CAPIVARA,RESERVATORIO COM USINA,CAPIVARA (ESCOLA DE ENGENHARIA MACKENZIE),PARANAPANEMA,PARANAPANEMA,334.0,321.0,10540.0,4816.0,5724.93,0.008554,0.3744,m,1.51,-22.66111111,-51.35388889,sin,19055,SP
174,1977-03-10,SUDESTE/CENTRO-OESTE,UHE.PH.SP.000657-2.01,61,61,PARANAPANEMA,CAPIVARA,RESERVATORIO COM USINA,CAPIVARA (ESCOLA DE ENGENHARIA MACKENZIE),PARANAPANEMA,PARANAPANEMA,334.0,321.0,10540.0,4816.0,5724.93,0.008554,0.3744,m,1.51,-22.66111111,-51.35388889,sin,19055,PR
175,1987-06-11,SUDESTE/CENTRO-OESTE,UHE.PH.SP.002555-0.01,63,63,PARANAPANEMA,ROSANA,FIO DAGUA,ROSANA,PARANAPANEMA,PARANAPANEMA,258.0,256.0,1918.0,1918.0,407.56,0.009101,0.1841,m,0.24,-22.60222222,-52.86861111,sin,19057,SP
176,1987-06-11,SUDESTE/CENTRO-OESTE,UHE.PH.SP.002555-0.01,63,63,PARANAPANEMA,ROSANA,FIO DAGUA,ROSANA,PARANAPANEMA,PARANAPANEMA,258.0,256.0,1918.0,1918.0,407.56,0.009101,0.1841,m,0.24,-22.60222222,-52.86861111,sin,19057,PR
177,2005-04-16,SUDESTE/CENTRO-OESTE,UHE.PH.SP.027872-6.01,249,249,PARANAPANEMA,OURINHOS,FIO DAGUA,OURINHOS,PARANAPANEMA,PARANAPANEMA,398.0,397.5,20.82,18.68,2.14,0.008686,0.0962,m,0.09,-23.06777778,-49.8375,sin,19051,SP
178,2005-04-16,SUDESTE/CENTRO-OESTE,UHE.PH.SP.027872-6.01,249,249,PARANAPANEMA,OURINHOS,FIO DAGUA,OURINHOS,PARANAPANEMA,PARANAPANEMA,398.0,397.5,20.82,18.68,2.14,0.008686,0.0962,m,0.09,-23.06777778,-49.8375,sin,19051,PR
