,data,id_reservatorio,nome_reservatorio,afluencia,bacia,rio,estado_sigla,ano,mes
1122646,2000-01-01,19128,SERRA DA MESA,1570.0,TOCANTINS,TOCANTINS,GO,2000,1
1122647,2000-01-02,19128,SERRA DA MESA,2070.94,TOCANTINS,TOCANTINS,GO,2000,1
1122648,2000-01-03,19128,SERRA DA MESA,2927.0,TOCANTINS,TOCANTINS,GO,2000,1
1122649,2000-01-06,19128,SERRA DA MESA,2379.0,TOCANTINS,TOCANTINS,GO,2000,1
1122650,2000-01-09,19128,SERRA DA MESA,3050.0,TOCANTINS,TOCANTINS,GO,2000,1
1122651,2000-01-10,19128,SERRA DA MESA,2376.0,TOCANTINS,TOCANTINS,GO,2000,1
1122652,2000-01-11,19128,SERRA DA MESA,1749.0,TOCANTINS,TOCANTINS,GO,2000,1
1122653,2000-01-12,19128,SERRA DA MESA,1728.0,TOCANTINS,TOCANTINS,GO,2000,1
1122654,2000-01-13,19128,SERRA DA MESA,1342.0,TOCANTINS,TOCANTINS,GO,2000,1
1122655,2000-01-16,19128,SERRA DA MESA,1026.0,TOCANTINS,TOCANTINS,GO,2000,1
1122656,2000-01-18,19128,SERRA DA MESA,1123.0,TOCANTINS,TOCANTINS,GO,2000,1
1122657,2000-01-20,19128,SERRA DA MESA,1369.0,TOCANTINS,TOCANTINS,GO,2000,1
1122658,2000-01-21,19128,SERRA DA MESA,1123.0,TOCANTINS,TOCANTINS,GO,2000,1
1122659,2000-01-22,19128,SERRA DA MESA,1872.0,TOCANTINS,TOCANTINS,GO,2000,1
1122660,2000-01-24,19128,SERRA DA MESA,1497.0,TOCANTINS,TOCANTINS,GO,2000,1
1122661,2000-01-25,19128,SERRA DA MESA,2495.0,TOCANTINS,TOCANTINS,GO,2000,1
1122662,2000-01-27,19128,SERRA DA MESA,1523.0,TOCANTINS,TOCANTINS,GO,2000,1
1122663,2000-02-01,19128,SERRA DA MESA,883.0,TOCANTINS,TOCANTINS,GO,2000,2
1122664,2000-02-03,19128,SERRA DA MESA,895.0,TOCANTINS,TOCANTINS,GO,2000,2
1122665,2000-02-07,19128,SERRA DA MESA,3241.0,TOCANTINS,TOCANTINS,GO,2000,2
1122666,2000-02-14,19128,SERRA DA MESA,1983.0,TOCANTINS,TOCANTINS,GO,2000,2
1122667,2000-02-15,19128,SERRA DA MESA,1732.0,TOCANTINS,TOCANTINS,GO,2000,2
1122668,2000-02-17,19128,SERRA DA MESA,1603.0,TOCANTINS,TOCANTINS,GO,2000,2
1122669,2000-02-18,19128,SERRA DA MESA,1315.94,TOCANTINS,TOCANTINS,GO,2000,2
1122670,2000-02-19,19128,SERRA DA MESA,1478.0,TOCANTINS,TOCANTINS,GO,2000,2
1122671,2000-02-20,19128,SERRA DA MESA,1690.0,TOCANTINS,TOCANTINS,GO,2000,2
1122672,2000-02-24,19128,SERRA DA MESA,1354.0,TOCANTINS,TOCANTINS,GO,2000,2
1122673,2000-02-25,19128,SERRA DA MESA,1369.0,TOCANTINS,TOCANTINS,GO,2000,2
1122674,2000-02-26,19128,SERRA DA MESA,1286.0,TOCANTINS,TOCANTINS,GO,2000,2
1122675,2000-02-27,19128,SERRA DA MESA,983.0,TOCANTINS,TOCANTINS,GO,2000,2
1122676,2000-02-29,19128,SERRA DA MESA,1569.0,TOCANTINS,TOCANTINS,GO,2000,2
1122677,2000-03-05,19128,SERRA DA MESA,1529.0,TOCANTINS,TOCANTINS,GO,2000,3
1122678,2000-03-07,19128,SERRA DA MESA,1229.0,TOCANTINS,TOCANTINS,GO,2000,3
1122679,2000-03-10,19128,SERRA DA MESA,1242.0,TOCANTINS,TOCANTINS,GO,2000,3
1122680,2000-03-11,19128,SERRA DA MESA,1125.0,TOCANTINS,TOCANTINS,GO,2000,3
1122681,2000-03-13,19128,SERRA DA MESA,2668.0,TOCANTINS,TOCANTINS,GO,2000,3
1122682,2000-03-14,19128,SERRA DA MESA,2147.0,TOCANTINS,TOCANTINS,GO,2000,3
1122683,2000-03-15,19128,SERRA DA MESA,2061.89,TOCANTINS,TOCANTINS,GO,2000,3
1122684,2000-03-16,19128,SERRA DA MESA,2317.0,TOCANTINS,TOCANTINS,GO,2000,3
1122685,2000-03-18,19128,SERRA DA MESA,2137.89,TOCANTINS,TOCANTINS,GO,2000,3
1122686,2000-03-22,19128,SERRA DA MESA,1842.11,TOCANTINS,TOCANTINS,GO,2000,3
1122687,2000-03-25,19128,SERRA DA MESA,939.67,TOCANTINS,TOCANTINS,GO,2000,3
1122688,2000-03-26,19128,SERRA DA MESA,1406.11,TOCANTINS,TOCANTINS,GO,2000,3
1122689,2000-03-28,19128,SERRA DA MESA,1082.89,TOCANTINS,TOCANTINS,GO,2000,3
1122690,2000-03-29,19128,SERRA DA MESA,1116.67,TOCANTINS,TOCANTINS,GO,2000,3
1122691,2000-03-30,19128,SERRA DA MESA,816.78,TOCANTINS,TOCANTINS,GO,2000,3
1122692,2000-04-01,19128,SERRA DA MESA,1270.44,TOCANTINS,TOCANTINS,GO,2000,4
1122693,2000-04-05,19128,SERRA DA MESA,762.0,TOCANTINS,TOCANTINS,GO,2000,4
1122694,2000-04-06,19128,SERRA DA MESA,703.11,TOCANTINS,TOCANTINS,GO,2000,4
1122695,2000-04-08,19128,SERRA DA MESA,481.22,TOCANTINS,TOCANTINS,GO,2000,4
1122696,2000-04-11,19128,SERRA DA MESA,766.0,TOCANTINS,TOCANTINS,GO,2000,4
1122697,2000-04-14,19128,SERRA DA MESA,1016.78,TOCANTINS,TOCANTINS,GO,2000,4
1122698,2000-04-16,19128,SERRA DA MESA,726.89,TOCANTINS,TOCANTINS,GO,2000,4
1122699,2000-04-19,19128,SERRA DA MESA,1289.56,TOCANTINS,TOCANTINS,GO,2000,4
1122700,2000-04-20,19128,SERRA DA MESA,1014.78,TOCANTINS,TOCANTINS,GO,2000,4
1122701,2000-04-24,19128,SERRA DA MESA,712.0,TOCANTINS,TOCANTINS,GO,2000,4
1122702,2000-04-25,19128,SERRA DA MESA,727.0,TOCANTINS,TOCANTINS,GO,2000,4
1122703,2000-04-26,19128,SERRA DA MESA,671.0,TOCANTINS,TOCANTINS,GO,2000,4
1122704,2000-04-27,19128,SERRA DA MESA,584.11,TOCANTINS,TOCANTINS,GO,2000,4
1122705,2000-04-30,19128,SERRA DA MESA,454.22,TOCANTINS,TOCANTINS,GO,2000,4
1122706,2000-05-02,19128,SERRA DA MESA,437.56,TOCANTINS,TOCANTINS,GO,2000,5
1122707,2000-05-03,19128,SERRA DA MESA,460.44,TOCANTINS,TOCANTINS,GO,2000,5
1122708,2000-05-04,19128,SERRA DA MESA,474.44,TOCANTINS,TOCANTINS,GO,2000,5
1122709,2000-05-06,19128,SERRA DA MESA,388.56,TOCANTINS,TOCANTINS,GO,2000,5
1122710,2000-05-07,19128,SERRA DA MESA,578.11,TOCANTINS,TOCANTINS,GO,2000,5
1122711,2000-05-09,19128,SERRA DA MESA,455.44,TOCANTINS,TOCANTINS,GO,2000,5
1122712,2000-05-10,19128,SERRA DA MESA,220.67,TOCANTINS,TOCANTINS,GO,2000,5
1122713,2000-05-12,19128,SERRA DA MESA,528.33,TOCANTINS,TOCANTINS,GO,2000,5
1122714,2000-05-13,19128,SERRA DA MESA,437.33,TOCANTINS,TOCANTINS,GO,2000,5
1122715,2000-05-14,19128,SERRA DA MESA,121.67,TOCANTINS,TOCANTINS,GO,2000,5
1122716,2000-05-15,19128,SERRA DA MESA,652.33,TOCANTINS,TOCANTINS,GO,2000,5
1122717,2000-05-16,19128,SERRA DA MESA,143.78,TOCANTINS,TOCANTINS,GO,2000,5
1122718,2000-05-19,19128,SERRA DA MESA,444.22,TOCANTINS,TOCANTINS,GO,2000,5
1122719,2000-05-20,19128,SERRA DA MESA,582.11,TOCANTINS,TOCANTINS,GO,2000,5
1122720,2000-05-22,19128,SERRA DA MESA,336.33,TOCANTINS,TOCANTINS,GO,2000,5
1122721,2000-05-25,19128,SERRA DA MESA,480.22,TOCANTINS,TOCANTINS,GO,2000,5
1122722,2000-05-27,19128,SERRA DA MESA,190.44,TOCANTINS,TOCANTINS,GO,2000,5
1122723,2000-05-28,19128,SERRA DA MESA,622.0,TOCANTINS,TOCANTINS,GO,2000,5
1122724,2000-05-30,19128,SERRA DA MESA,320.33,TOCANTINS,TOCANTINS,GO,2000,5
1122725,2000-05-31,19128,SERRA DA MESA,325.33,TOCANTINS,TOCANTINS,GO,2000,5
1122726,2000-06-02,19128,SERRA DA MESA,192.44,TOCANTINS,TOCANTINS,GO,2000,6
1122727,2000-06-03,19128,SERRA DA MESA,332.33,TOCANTINS,TOCANTINS,GO,2000,6
1122728,2000-06-04,19128,SERRA DA MESA,419.22,TOCANTINS,TOCANTINS,GO,2000,6
1122729,2000-06-05,19128,SERRA DA MESA,193.44,TOCANTINS,TOCANTINS,GO,2000,6
1122730,2000-06-06,19128,SERRA DA MESA,330.33,TOCANTINS,TOCANTINS,GO,2000,6
1122731,2000-06-07,19128,SERRA DA MESA,336.22,TOCANTINS,TOCANTINS,GO,2000,6
1122732,2000-06-09,19128,SERRA DA MESA,56.56,TOCANTINS,TOCANTINS,GO,2000,6
1122733,2000-06-10,19128,SERRA DA MESA,312.33,TOCANTINS,TOCANTINS,GO,2000,6
1122734,2000-06-11,19128,SERRA DA MESA,327.11,TOCANTINS,TOCANTINS,GO,2000,6
1122735,2000-06-15,19128,SERRA DA MESA,172.44,TOCANTINS,TOCANTINS,GO,2000,6
1122736,2000-06-18,19128,SERRA DA MESA,256.0,TOCANTINS,TOCANTINS,GO,2000,6
1122737,2000-06-19,19128,SERRA DA MESA,418.0,TOCANTINS,TOCANTINS,GO,2000,6
1122738,2000-06-20,19128,SERRA DA MESA,290.0,TOCANTINS,TOCANTINS,GO,2000,6
1122739,2000-06-22,19128,SERRA DA MESA,170.0,TOCANTINS,TOCANTINS,GO,2000,6
1122740,2000-06-24,19128,SERRA DA MESA,324.0,TOCANTINS,TOCANTINS,GO,2000,6
1122741,2000-06-26,19128,SERRA DA MESA,382.0,TOCANTINS,TOCANTINS,GO,2000,6
1122742,2000-06-27,19128,SERRA DA MESA,321.0,TOCANTINS,TOCANTINS,GO,2000,6
1122743,2000-06-29,19128,SERRA DA MESA,257.0,TOCANTINS,TOCANTINS,GO,2000,6
1122744,2000-06-30,19128,SERRA DA MESA,381.0,TOCANTINS,TOCANTINS,GO,2000,6
1122745,2000-07-03,19128,SERRA DA MESA,383.0,TOCANTINS,TOCANTINS,GO,2000,7
1122746,2000-07-08,19128,SERRA DA MESA,259.0,TOCANTINS,TOCANTINS,GO,2000,7
1122747,2000-07-11,19128,SERRA DA MESA,382.0,TOCANTINS,TOCANTINS,GO,2000,7
1122748,2000-07-12,19128,SERRA DA MESA,131.0,TOCANTINS,TOCANTINS,GO,2000,7
1122749,2000-07-13,19128,SERRA DA MESA,259.0,TOCANTINS,TOCANTINS,GO,2000,7
1122750,2000-07-14,19128,SERRA DA MESA,136.0,TOCANTINS,TOCANTINS,GO,2000,7
1122751,2000-07-15,19128,SERRA DA MESA,342.0,TOCANTINS,TOCANTINS,GO,2000,7
1122752,2000-07-18,19128,SERRA DA MESA,135.0,TOCANTINS,TOCANTINS,GO,2000,7
1122753,2000-07-19,19128,SERRA DA MESA,385.0,TOCANTINS,TOCANTINS,GO,2000,7
1122754,2000-07-20,19128,SERRA DA MESA,137.0,TOCANTINS,TOCANTINS,GO,2000,7
1122755,2000-07-22,19128,SERRA DA MESA,250.0,TOCANTINS,TOCANTINS,GO,2000,7
1122756,2000-07-25,19128,SERRA DA MESA,140.0,TOCANTINS,TOCANTINS,GO,2000,7
1122757,2000-07-27,19128,SERRA DA MESA,114.0,TOCANTINS,TOCANTINS,GO,2000,7
1122758,2000-07-29,19128,SERRA DA MESA,68.0,TOCANTINS,TOCANTINS,GO,2000,7
1122759,2000-07-31,19128,SERRA DA MESA,76.0,TOCANTINS,TOCANTINS,GO,2000,7
1122760,2000-08-01,19128,SERRA DA MESA,274.0,TOCANTINS,TOCANTINS,GO,2000,8
1122761,2000-08-02,19128,SERRA DA MESA,88.0,TOCANTINS,TOCANTINS,GO,2000,8
1122762,2000-08-05,19128,SERRA DA MESA,162.0,TOCANTINS,TOCANTINS,GO,2000,8
1122763,2000-08-10,19128,SERRA DA MESA,90.94,TOCANTINS,TOCANTINS,GO,2000,8
1122764,2000-08-14,19128,SERRA DA MESA,238.0,TOCANTINS,TOCANTINS,GO,2000,8
1122765,2000-08-16,19128,SERRA DA MESA,130.0,TOCANTINS,TOCANTINS,GO,2000,8
1122766,2000-08-21,19128,SERRA DA MESA,236.0,TOCANTINS,TOCANTINS,GO,2000,8
1122767,2000-08-22,19128,SERRA DA MESA,91.0,TOCANTINS,TOCANTINS,GO,2000,8
1122768,2000-08-26,19128,SERRA DA MESA,108.0,TOCANTINS,TOCANTINS,GO,2000,8
1122769,2000-08-27,19128,SERRA DA MESA,148.0,TOCANTINS,TOCANTINS,GO,2000,8
1122770,2000-08-30,19128,SERRA DA MESA,237.0,TOCANTINS,TOCANTINS,GO,2000,8
1122771,2000-08-31,19128,SERRA DA MESA,193.0,TOCANTINS,TOCANTINS,GO,2000,8
1122772,2000-09-03,19128,SERRA DA MESA,118.0,TOCANTINS,TOCANTINS,GO,2000,9
1122773,2000-09-05,19128,SERRA DA MESA,226.0,TOCANTINS,TOCANTINS,GO,2000,9
1122774,2000-09-06,19128,SERRA DA MESA,493.0,TOCANTINS,TOCANTINS,GO,2000,9
1122775,2000-09-07,19128,SERRA DA MESA,299.0,TOCANTINS,TOCANTINS,GO,2000,9
1122776,2000-09-09,19128,SERRA DA MESA,227.0,TOCANTINS,TOCANTINS,GO,2000,9
1122777,2000-09-10,19128,SERRA DA MESA,266.0,TOCANTINS,TOCANTINS,GO,2000,9
1122778,2000-09-12,19128,SERRA DA MESA,259.0,TOCANTINS,TOCANTINS,GO,2000,9
1122779,2000-09-14,19128,SERRA DA MESA,364.0,TOCANTINS,TOCANTINS,GO,2000,9
1122780,2000-09-17,19128,SERRA DA MESA,161.0,TOCANTINS,TOCANTINS,GO,2000,9
1122781,2000-09-22,19128,SERRA DA MESA,113.0,TOCANTINS,TOCANTINS,GO,2000,9
1122782,2000-09-24,19128,SERRA DA MESA,41.0,TOCANTINS,TOCANTINS,GO,2000,9
1122783,2000-09-25,19128,SERRA DA MESA,51.0,TOCANTINS,TOCANTINS,GO,2000,9
1122784,2000-09-27,19128,SERRA DA MESA,48.94,TOCANTINS,TOCANTINS,GO,2000,9
1122785,2000-09-30,19128,SERRA DA MESA,89.0,TOCANTINS,TOCANTINS,GO,2000,9
1122786,2000-10-03,19128,SERRA DA MESA,128.0,TOCANTINS,TOCANTINS,GO,2000,10
1122787,2000-10-08,19128,SERRA DA MESA,111.0,TOCANTINS,TOCANTINS,GO,2000,10
1122788,2000-10-09,19128,SERRA DA MESA,50.0,TOCANTINS,TOCANTINS,GO,2000,10
1122789,2000-10-11,19128,SERRA DA MESA,127.0,TOCANTINS,TOCANTINS,GO,2000,10
1122790,2000-10-13,19128,SERRA DA MESA,114.0,TOCANTINS,TOCANTINS,GO,2000,10
1122791,2000-10-15,19128,SERRA DA MESA,23.0,TOCANTINS,TOCANTINS,GO,2000,10
1122792,2000-10-16,19128,SERRA DA MESA,84.0,TOCANTINS,TOCANTINS,GO,2000,10
1122793,2000-10-17,19128,SERRA DA MESA,127.0,TOCANTINS,TOCANTINS,GO,2000,10
1122794,2000-10-18,19128,SERRA DA MESA,-2.0,TOCANTINS,TOCANTINS,GO,2000,10
1122795,2000-10-19,19128,SERRA DA MESA,123.0,TOCANTINS,TOCANTINS,GO,2000,10
1122796,2000-10-20,19128,SERRA DA MESA,124.0,TOCANTINS,TOCANTINS,GO,2000,10
1122797,2000-10-23,19128,SERRA DA MESA,82.0,TOCANTINS,TOCANTINS,GO,2000,10
1122798,2000-10-24,19128,SERRA DA MESA,72.02,TOCANTINS,TOCANTINS,GO,2000,10
1122799,2000-10-25,19128,SERRA DA MESA,93.22,TOCANTINS,TOCANTINS,GO,2000,10
1122800,2000-10-27,19128,SERRA DA MESA,213.22,TOCANTINS,TOCANTINS,GO,2000,10
1122801,2000-10-31,19128,SERRA DA MESA,134.83,TOCANTINS,TOCANTINS,GO,2000,10
1122802,2000-11-01,19128,SERRA DA MESA,572.81,TOCANTINS,TOCANTINS,GO,2000,11
1122803,2000-11-05,19128,SERRA DA MESA,486.0,TOCANTINS,TOCANTINS,GO,2000,11
1122804,2000-11-08,19128,SERRA DA MESA,752.61,TOCANTINS,TOCANTINS,GO,2000,11
1122805,2000-11-10,19128,SERRA DA MESA,843.0,TOCANTINS,TOCANTINS,GO,2000,11
1122806,2000-11-12,19128,SERRA DA MESA,251.61,TOCANTINS,TOCANTINS,GO,2000,11
1122807,2000-11-13,19128,SERRA DA MESA,543.61,TOCANTINS,TOCANTINS,GO,2000,11
1122808,2000-11-16,19128,SERRA DA MESA,771.2,TOCANTINS,TOCANTINS,GO,2000,11
1122809,2000-11-17,19128,SERRA DA MESA,890.0,TOCANTINS,TOCANTINS,GO,2000,11
1122810,2000-11-19,19128,SERRA DA MESA,1109.19,TOCANTINS,TOCANTINS,GO,2000,11
1122811,2000-11-22,19128,SERRA DA MESA,555.81,TOCANTINS,TOCANTINS,GO,2000,11
1122812,2000-11-27,19128,SERRA DA MESA,559.41,TOCANTINS,TOCANTINS,GO,2000,11
1122813,2000-11-29,19128,SERRA DA MESA,591.81,TOCANTINS,TOCANTINS,GO,2000,11
1122814,2000-12-01,19128,SERRA DA MESA,526.02,TOCANTINS,TOCANTINS,GO,2000,12
1122815,2000-12-02,19128,SERRA DA MESA,336.41,TOCANTINS,TOCANTINS,GO,2000,12
1122816,2000-12-05,19128,SERRA DA MESA,578.81,TOCANTINS,TOCANTINS,GO,2000,12
1122817,2000-12-07,19128,SERRA DA MESA,701.41,TOCANTINS,TOCANTINS,GO,2000,12
1122818,2000-12-10,19128,SERRA DA MESA,793.59,TOCANTINS,TOCANTINS,GO,2000,12
1122819,2000-12-14,19128,SERRA DA MESA,1759.78,TOCANTINS,TOCANTINS,GO,2000,12
1122820,2000-12-15,19128,SERRA DA MESA,1976.37,TOCANTINS,TOCANTINS,GO,2000,12
1122821,2000-12-18,19128,SERRA DA MESA,2866.33,TOCANTINS,TOCANTINS,GO,2000,12
1122822,2000-12-19,19128,SERRA DA MESA,2668.74,TOCANTINS,TOCANTINS,GO,2000,12
1122823,2000-12-20,19128,SERRA DA MESA,1974.19,TOCANTINS,TOCANTINS,GO,2000,12
1122824,2000-12-21,19128,SERRA DA MESA,2097.0,TOCANTINS,TOCANTINS,GO,2000,12
1122825,2000-12-22,19128,SERRA DA MESA,1449.0,TOCANTINS,TOCANTINS,GO,2000,12
1122826,2000-12-24,19128,SERRA DA MESA,939.0,TOCANTINS,TOCANTINS,GO,2000,12
1122827,2000-12-28,19128,SERRA DA MESA,613.0,TOCANTINS,TOCANTINS,GO,2000,12
1122828,2000-12-31,19128,SERRA DA MESA,1194.0,TOCANTINS,TOCANTINS,GO,2000,12
1122829,2001-01-03,19128,SERRA DA MESA,1676.0,TOCANTINS,TOCANTINS,GO,2001,1
1122830,2001-01-09,19128,SERRA DA MESA,678.0,TOCANTINS,TOCANTINS,GO,2001,1
1122831,2001-01-12,19128,SERRA DA MESA,689.0,TOCANTINS,TOCANTINS,GO,2001,1
1122832,2001-01-13,19128,SERRA DA MESA,831.0,TOCANTINS,TOCANTINS,GO,2001,1
1122833,2001-01-15,19128,SERRA DA MESA,399.0,TOCANTINS,TOCANTINS,GO,2001,1
1122834,2001-01-17,19128,SERRA DA MESA,453.0,TOCANTINS,TOCANTINS,GO,2001,1
1122835,2001-01-19,19128,SERRA DA MESA,338.0,TOCANTINS,TOCANTINS,GO,2001,1
1122836,2001-01-21,19128,SERRA DA MESA,298.0,TOCANTINS,TOCANTINS,GO,2001,1
1122837,2001-01-22,19128,SERRA DA MESA,801.0,TOCANTINS,TOCANTINS,GO,2001,1
1122838,2001-01-23,19128,SERRA DA MESA,204.2,TOCANTINS,TOCANTINS,GO,2001,1
1122839,2001-01-28,19128,SERRA DA MESA,776.8,TOCANTINS,TOCANTINS,GO,2001,1
1122840,2001-01-30,19128,SERRA DA MESA,615.2,TOCANTINS,TOCANTINS,GO,2001,1
1122841,2001-02-01,19128,SERRA DA MESA,732.41,TOCANTINS,TOCANTINS,GO,2001,2
1122842,2001-02-02,19128,SERRA DA MESA,1102.8,TOCANTINS,TOCANTINS,GO,2001,2
1122843,2001-02-03,19128,SERRA DA MESA,505.41,TOCANTINS,TOCANTINS,GO,2001,2
1122844,2001-02-04,19128,SERRA DA MESA,778.8,TOCANTINS,TOCANTINS,GO,2001,2
1122845,2001-02-05,19128,SERRA DA MESA,673.61,TOCANTINS,TOCANTINS,GO,2001,2
1122846,2001-02-12,19128,SERRA DA MESA,548.81,TOCANTINS,TOCANTINS,GO,2001,2
1122847,2001-02-19,19128,SERRA DA MESA,809.8,TOCANTINS,TOCANTINS,GO,2001,2
1122848,2001-02-21,19128,SERRA DA MESA,486.41,TOCANTINS,TOCANTINS,GO,2001,2
1122849,2001-02-22,19128,SERRA DA MESA,406.61,TOCANTINS,TOCANTINS,GO,2001,2
1122850,2001-02-23,19128,SERRA DA MESA,699.0,TOCANTINS,TOCANTINS,GO,2001,2
1122851,2001-02-24,19128,SERRA DA MESA,660.0,TOCANTINS,TOCANTINS,GO,2001,2
1122852,2001-02-25,19128,SERRA DA MESA,481.2,TOCANTINS,TOCANTINS,GO,2001,2
1122853,2001-02-27,19128,SERRA DA MESA,686.0,TOCANTINS,TOCANTINS,GO,2001,2
1122854,2001-03-02,19128,SERRA DA MESA,790.8,TOCANTINS,TOCANTINS,GO,2001,3
1122855,2001-03-03,19128,SERRA DA MESA,453.2,TOCANTINS,TOCANTINS,GO,2001,3
1122856,2001-03-05,19128,SERRA DA MESA,784.8,TOCANTINS,TOCANTINS,GO,2001,3
1122857,2001-03-06,19128,SERRA DA MESA,622.2,TOCANTINS,TOCANTINS,GO,2001,3
1122858,2001-03-07,19128,SERRA DA MESA,1081.39,TOCANTINS,TOCANTINS,GO,2001,3
1122859,2001-03-09,19128,SERRA DA MESA,526.41,TOCANTINS,TOCANTINS,GO,2001,3
1122860,2001-03-12,19128,SERRA DA MESA,1857.37,TOCANTINS,TOCANTINS,GO,2001,3
1122861,2001-03-14,19128,SERRA DA MESA,2045.96,TOCANTINS,TOCANTINS,GO,2001,3
1122862,2001-03-15,19128,SERRA DA MESA,1815.57,TOCANTINS,TOCANTINS,GO,2001,3
1122863,2001-03-19,19128,SERRA DA MESA,911.2,TOCANTINS,TOCANTINS,GO,2001,3
1122864,2001-03-21,19128,SERRA DA MESA,877.41,TOCANTINS,TOCANTINS,GO,2001,3
1122865,2001-03-22,19128,SERRA DA MESA,915.0,TOCANTINS,TOCANTINS,GO,2001,3
1122866,2001-03-23,19128,SERRA DA MESA,765.61,TOCANTINS,TOCANTINS,GO,2001,3
1122867,2001-03-25,19128,SERRA DA MESA,684.41,TOCANTINS,TOCANTINS,GO,2001,3
1122868,2001-03-26,19128,SERRA DA MESA,626.81,TOCANTINS,TOCANTINS,GO,2001,3
1122869,2001-03-27,19128,SERRA DA MESA,556.02,TOCANTINS,TOCANTINS,GO,2001,3
1122870,2001-03-29,19128,SERRA DA MESA,741.61,TOCANTINS,TOCANTINS,GO,2001,3
1122871,2001-03-30,19128,SERRA DA MESA,1015.0,TOCANTINS,TOCANTINS,GO,2001,3
1122872,2001-04-02,19128,SERRA DA MESA,1062.8,TOCANTINS,TOCANTINS,GO,2001,4
1122873,2001-04-05,19128,SERRA DA MESA,595.81,TOCANTINS,TOCANTINS,GO,2001,4
1122874,2001-04-06,19128,SERRA DA MESA,619.81,TOCANTINS,TOCANTINS,GO,2001,4
1122875,2001-04-08,19128,SERRA DA MESA,498.61,TOCANTINS,TOCANTINS,GO,2001,4
1122876,2001-04-09,19128,SERRA DA MESA,558.61,TOCANTINS,TOCANTINS,GO,2001,4
1122877,2001-04-10,19128,SERRA DA MESA,585.41,TOCANTINS,TOCANTINS,GO,2001,4
1122878,2001-04-12,19128,SERRA DA MESA,515.41,TOCANTINS,TOCANTINS,GO,2001,4
1122879,2001-04-13,19128,SERRA DA MESA,449.2,TOCANTINS,TOCANTINS,GO,2001,4
1122880,2001-04-15,19128,SERRA DA MESA,682.8,TOCANTINS,TOCANTINS,GO,2001,4
1122881,2001-04-17,19128,SERRA DA MESA,491.81,TOCANTINS,TOCANTINS,GO,2001,4
1122882,2001-04-18,19128,SERRA DA MESA,542.81,TOCANTINS,TOCANTINS,GO,2001,4
1122883,2001-04-19,19128,SERRA DA MESA,488.81,TOCANTINS,TOCANTINS,GO,2001,4
1122884,2001-04-20,19128,SERRA DA MESA,375.22,TOCANTINS,TOCANTINS,GO,2001,4
1122885,2001-04-21,19128,SERRA DA MESA,651.81,TOCANTINS,TOCANTINS,GO,2001,4
1122886,2001-04-22,19128,SERRA DA MESA,424.22,TOCANTINS,TOCANTINS,GO,2001,4
1122887,2001-04-24,19128,SERRA DA MESA,288.43,TOCANTINS,TOCANTINS,GO,2001,4
1122888,2001-04-25,19128,SERRA DA MESA,396.22,TOCANTINS,TOCANTINS,GO,2001,4
1122889,2001-04-26,19128,SERRA DA MESA,327.43,TOCANTINS,TOCANTINS,GO,2001,4
1122890,2001-04-27,19128,SERRA DA MESA,419.22,TOCANTINS,TOCANTINS,GO,2001,4
1122891,2001-04-30,19128,SERRA DA MESA,123.63,TOCANTINS,TOCANTINS,GO,2001,4
1122892,2001-05-03,19128,SERRA DA MESA,269.43,TOCANTINS,TOCANTINS,GO,2001,5
1122893,2001-05-04,19128,SERRA DA MESA,382.22,TOCANTINS,TOCANTINS,GO,2001,5
1122894,2001-05-06,19128,SERRA DA MESA,270.81,TOCANTINS,TOCANTINS,GO,2001,5
1122895,2001-05-09,19128,SERRA DA MESA,208.43,TOCANTINS,TOCANTINS,GO,2001,5
1122896,2001-05-10,19128,SERRA DA MESA,330.22,TOCANTINS,TOCANTINS,GO,2001,5
1122897,2001-05-11,19128,SERRA DA MESA,486.02,TOCANTINS,TOCANTINS,GO,2001,5
1122898,2001-05-15,19128,SERRA DA MESA,392.81,TOCANTINS,TOCANTINS,GO,2001,5
1122899,2001-05-16,19128,SERRA DA MESA,62.63,TOCANTINS,TOCANTINS,GO,2001,5
1122900,2001-05-17,19128,SERRA DA MESA,274.22,TOCANTINS,TOCANTINS,GO,2001,5
1122901,2001-05-18,19128,SERRA DA MESA,361.81,TOCANTINS,TOCANTINS,GO,2001,5
1122902,2001-05-19,19128,SERRA DA MESA,294.02,TOCANTINS,TOCANTINS,GO,2001,5
1122903,2001-05-22,19128,SERRA DA MESA,258.22,TOCANTINS,TOCANTINS,GO,2001,5
1122904,2001-05-26,19128,SERRA DA MESA,45.22,TOCANTINS,TOCANTINS,GO,2001,5
1122905,2001-05-27,19128,SERRA DA MESA,375.41,TOCANTINS,TOCANTINS,GO,2001,5
1122906,2001-05-28,19128,SERRA DA MESA,239.22,TOCANTINS,TOCANTINS,GO,2001,5
1122907,2001-06-04,19128,SERRA DA MESA,349.81,TOCANTINS,TOCANTINS,GO,2001,6
1122908,2001-06-08,19128,SERRA DA MESA,233.81,TOCANTINS,TOCANTINS,GO,2001,6
1122909,2001-06-09,19128,SERRA DA MESA,197.02,TOCANTINS,TOCANTINS,GO,2001,6
1122910,2001-06-10,19128,SERRA DA MESA,144.61,TOCANTINS,TOCANTINS,GO,2001,6
1122911,2001-06-12,19128,SERRA DA MESA,87.02,TOCANTINS,TOCANTINS,GO,2001,6
1122912,2001-06-19,19128,SERRA DA MESA,191.81,TOCANTINS,TOCANTINS,GO,2001,6
