,data,id_reservatorio,nome_reservatorio,afluencia,bacia,rio,estado_sigla
40476,2021-04-11,19141,BALBINA,1182.93,AMAZONAS,UATUMA,AM
40477,2021-04-16,19141,BALBINA,1277.84,AMAZONAS,UATUMA,AM
40478,2021-04-17,19141,BALBINA,1268.45,AMAZONAS,UATUMA,AM
40479,2021-04-19,19141,BALBINA,1285.32,AMAZONAS,UATUMA,AM
40480,2021-04-20,19141,BALBINA,1275.44,AMAZONAS,UATUMA,AM
40481,2021-04-25,19141,BALBINA,1310.81,AMAZONAS,UATUMA,AM
40482,2021-04-26,19141,BALBINA,1306.77,AMAZONAS,UATUMA,AM
40483,2021-04-29,19141,BALBINA,1439.53,AMAZONAS,UATUMA,AM
40484,2021-04-30,19141,BALBINA,1484.04,AMAZONAS,UATUMA,AM
40485,2021-05-03,19141,BALBINA,1673.12,AMAZONAS,UATUMA,AM
40486,2021-05-04,19141,BALBINA,1664.3,AMAZONAS,UATUMA,AM
40487,2021-05-08,19141,BALBINA,1682.06,AMAZONAS,UATUMA,AM
40488,2021-05-09,19141,BALBINA,1678.37,AMAZONAS,UATUMA,AM
40489,2021-05-11,19141,BALBINA,1615.55,AMAZONAS,UATUMA,AM
40490,2021-05-12,19141,BALBINA,1623.34,AMAZONAS,UATUMA,AM
40491,2021-05-14,19141,BALBINA,1820.78,AMAZONAS,UATUMA,AM
40492,2021-05-16,19141,BALBINA,1918.9,AMAZONAS,UATUMA,AM
40493,2021-05-18,19141,BALBINA,1902.93,AMAZONAS,UATUMA,AM
40494,2021-05-19,19141,BALBINA,1895.09,AMAZONAS,UATUMA,AM
40495,2021-05-20,19141,BALBINA,1884.98,AMAZONAS,UATUMA,AM
40496,2021-05-22,19141,BALBINA,1833.68,AMAZONAS,UATUMA,AM
40497,2021-05-23,19141,BALBINA,1799.61,AMAZONAS,UATUMA,AM
40498,2021-05-25,19141,BALBINA,1773.18,AMAZONAS,UATUMA,AM
40499,2021-05-26,19141,BALBINA,1703.61,AMAZONAS,UATUMA,AM
40500,2021-05-27,19141,BALBINA,1695.94,AMAZONAS,UATUMA,AM
40501,2021-05-29,19141,BALBINA,1657.13,AMAZONAS,UATUMA,AM
40502,2021-05-30,19141,BALBINA,1635.0,AMAZONAS,UATUMA,AM
40503,2021-06-02,19141,BALBINA,1450.04,AMAZONAS,UATUMA,AM
40504,2021-06-05,19141,BALBINA,1428.6,AMAZONAS,UATUMA,AM
40505,2021-06-09,19141,BALBINA,1408.94,AMAZONAS,UATUMA,AM
40506,2021-06-10,19141,BALBINA,1463.4,AMAZONAS,UATUMA,AM
40507,2021-06-12,19141,BALBINA,1499.55,AMAZONAS,UATUMA,AM
40508,2021-06-14,19141,BALBINA,1545.5,AMAZONAS,UATUMA,AM
40509,2021-06-15,19141,BALBINA,1526.54,AMAZONAS,UATUMA,AM
40510,2021-06-16,19141,BALBINA,1539.24,AMAZONAS,UATUMA,AM
40511,2021-06-17,19141,BALBINA,1492.91,AMAZONAS,UATUMA,AM
40512,2021-06-20,19141,BALBINA,1401.76,AMAZONAS,UATUMA,AM
40513,2021-06-22,19141,BALBINA,1266.71,AMAZONAS,UATUMA,AM
40514,2021-06-23,19141,BALBINA,1226.01,AMAZONAS,UATUMA,AM
40515,2021-06-25,19141,BALBINA,1182.59,AMAZONAS,UATUMA,AM
40516,2021-06-26,19141,BALBINA,1135.5,AMAZONAS,UATUMA,AM
40517,2021-06-27,19141,BALBINA,1162.49,AMAZONAS,UATUMA,AM
40518,2021-06-29,19141,BALBINA,1193.79,AMAZONAS,UATUMA,AM
40519,2021-06-30,19141,BALBINA,1192.37,AMAZONAS,UATUMA,AM
40520,2021-07-01,19141,BALBINA,1202.72,AMAZONAS,UATUMA,AM
40521,2021-07-03,19141,BALBINA,1731.11,AMAZONAS,UATUMA,AM
40522,2021-07-04,19141,BALBINA,1371.76,AMAZONAS,UATUMA,AM
40523,2021-07-05,19141,BALBINA,1196.15,AMAZONAS,UATUMA,AM
40524,2021-07-08,19141,BALBINA,1059.07,AMAZONAS,UATUMA,AM
40525,2021-07-10,19141,BALBINA,984.69,AMAZONAS,UATUMA,AM
40526,2021-07-12,19141,BALBINA,928.37,AMAZONAS,UATUMA,AM
40527,2021-07-16,19141,BALBINA,911.37,AMAZONAS,UATUMA,AM
40528,2021-07-17,19141,BALBINA,959.85,AMAZONAS,UATUMA,AM
40529,2021-07-18,19141,BALBINA,920.66,AMAZONAS,UATUMA,AM
40530,2021-07-20,19141,BALBINA,884.66,AMAZONAS,UATUMA,AM
40531,2021-07-21,19141,BALBINA,915.0,AMAZONAS,UATUMA,AM
40532,2021-07-22,19141,BALBINA,858.66,AMAZONAS,UATUMA,AM
40533,2021-07-25,19141,BALBINA,846.48,AMAZONAS,UATUMA,AM
40534,2021-07-30,19141,BALBINA,879.18,AMAZONAS,UATUMA,AM
40535,2021-07-31,19141,BALBINA,874.18,AMAZONAS,UATUMA,AM
40536,2021-08-01,19141,BALBINA,881.25,AMAZONAS,UATUMA,AM
40537,2021-08-02,19141,BALBINA,870.5,AMAZONAS,UATUMA,AM
40538,2021-08-07,19141,BALBINA,872.08,AMAZONAS,UATUMA,AM
40539,2021-08-09,19141,BALBINA,834.2,AMAZONAS,UATUMA,AM
40540,2021-08-12,19141,BALBINA,810.17,AMAZONAS,UATUMA,AM
40541,2021-08-14,19141,BALBINA,916.44,AMAZONAS,UATUMA,AM
40542,2021-08-16,19141,BALBINA,972.57,AMAZONAS,UATUMA,AM
40543,2021-08-18,19141,BALBINA,1000.56,AMAZONAS,UATUMA,AM
40544,2021-08-20,19141,BALBINA,696.83,AMAZONAS,UATUMA,AM
40545,2021-08-21,19141,BALBINA,808.13,AMAZONAS,UATUMA,AM
40546,2021-08-23,19141,BALBINA,754.35,AMAZONAS,UATUMA,AM
40547,2021-08-25,19141,BALBINA,701.04,AMAZONAS,UATUMA,AM
40548,2021-08-27,19141,BALBINA,593.24,AMAZONAS,UATUMA,AM
40549,2021-09-01,19141,BALBINA,605.31,AMAZONAS,UATUMA,AM
40550,2021-09-02,19141,BALBINA,657.68,AMAZONAS,UATUMA,AM
40551,2021-09-06,19141,BALBINA,689.88,AMAZONAS,UATUMA,AM
40552,2021-09-10,19141,BALBINA,657.73,AMAZONAS,UATUMA,AM
40553,2021-09-12,19141,BALBINA,631.64,AMAZONAS,UATUMA,AM
40554,2021-09-15,19141,BALBINA,629.8,AMAZONAS,UATUMA,AM
40555,2021-09-18,19141,BALBINA,684.14,AMAZONAS,UATUMA,AM
40556,2021-09-20,19141,BALBINA,667.42,AMAZONAS,UATUMA,AM
40557,2021-09-22,19141,BALBINA,674.21,AMAZONAS,UATUMA,AM
40558,2021-09-23,19141,BALBINA,713.19,AMAZONAS,UATUMA,AM
40559,2021-09-25,19141,BALBINA,727.48,AMAZONAS,UATUMA,AM
40560,2021-09-29,19141,BALBINA,628.38,AMAZONAS,UATUMA,AM
40561,2021-09-30,19141,BALBINA,681.37,AMAZONAS,UATUMA,AM
40562,2021-10-02,19141,BALBINA,633.17,AMAZONAS,UATUMA,AM
40563,2021-10-04,19141,BALBINA,669.41,AMAZONAS,UATUMA,AM
40564,2021-10-05,19141,BALBINA,636.74,AMAZONAS,UATUMA,AM
40565,2021-10-07,19141,BALBINA,649.63,AMAZONAS,UATUMA,AM
40566,2021-10-12,19141,BALBINA,569.18,AMAZONAS,UATUMA,AM
40567,2021-10-13,19141,BALBINA,507.31,AMAZONAS,UATUMA,AM
40568,2021-10-16,19141,BALBINA,642.06,AMAZONAS,UATUMA,AM
40569,2021-10-18,19141,BALBINA,632.73,AMAZONAS,UATUMA,AM
40570,2021-10-21,19141,BALBINA,571.93,AMAZONAS,UATUMA,AM
40571,2021-10-22,19141,BALBINA,540.62,AMAZONAS,UATUMA,AM
40572,2021-10-23,19141,BALBINA,635.16,AMAZONAS,UATUMA,AM
40573,2021-10-24,19141,BALBINA,794.0,AMAZONAS,UATUMA,AM
40574,2021-10-25,19141,BALBINA,718.39,AMAZONAS,UATUMA,AM
40575,2021-10-26,19141,BALBINA,683.62,AMAZONAS,UATUMA,AM
40576,2021-10-30,19141,BALBINA,673.8,AMAZONAS,UATUMA,AM
40577,2021-11-01,19141,BALBINA,823.0,AMAZONAS,UATUMA,AM
40578,2021-11-02,19141,BALBINA,590.85,AMAZONAS,UATUMA,AM
40579,2021-11-03,19141,BALBINA,670.17,AMAZONAS,UATUMA,AM
40580,2021-11-04,19141,BALBINA,705.97,AMAZONAS,UATUMA,AM
40581,2021-11-05,19141,BALBINA,657.89,AMAZONAS,UATUMA,AM
40582,2021-11-09,19141,BALBINA,868.33,AMAZONAS,UATUMA,AM
40583,2021-11-11,19141,BALBINA,833.35,AMAZONAS,UATUMA,AM
40584,2021-11-12,19141,BALBINA,837.87,AMAZONAS,UATUMA,AM
40585,2021-11-13,19141,BALBINA,860.56,AMAZONAS,UATUMA,AM
40586,2021-11-14,19141,BALBINA,827.0,AMAZONAS,UATUMA,AM
40587,2021-11-16,19141,BALBINA,786.43,AMAZONAS,UATUMA,AM
40588,2021-11-17,19141,BALBINA,812.15,AMAZONAS,UATUMA,AM
40589,2021-11-19,19141,BALBINA,1008.18,AMAZONAS,UATUMA,AM
40590,2021-11-20,19141,BALBINA,1056.91,AMAZONAS,UATUMA,AM
40591,2021-11-21,19141,BALBINA,976.83,AMAZONAS,UATUMA,AM
40592,2021-11-22,19141,BALBINA,960.6,AMAZONAS,UATUMA,AM
40593,2021-11-24,19141,BALBINA,961.41,AMAZONAS,UATUMA,AM
40594,2021-11-27,19141,BALBINA,876.65,AMAZONAS,UATUMA,AM
40595,2021-11-30,19141,BALBINA,771.06,AMAZONAS,UATUMA,AM
40596,2021-12-02,19141,BALBINA,915.95,AMAZONAS,UATUMA,AM
40597,2021-12-05,19141,BALBINA,1002.17,AMAZONAS,UATUMA,AM
40598,2021-12-07,19141,BALBINA,1061.16,AMAZONAS,UATUMA,AM
40599,2021-12-09,19141,BALBINA,1228.26,AMAZONAS,UATUMA,AM
40600,2021-12-11,19141,BALBINA,1252.22,AMAZONAS,UATUMA,AM
40601,2021-12-13,19141,BALBINA,1156.53,AMAZONAS,UATUMA,AM
40602,2021-12-14,19141,BALBINA,1252.27,AMAZONAS,UATUMA,AM
40603,2021-12-15,19141,BALBINA,1252.27,AMAZONAS,UATUMA,AM
40604,2021-12-16,19141,BALBINA,1156.81,AMAZONAS,UATUMA,AM
40605,2021-12-17,19141,BALBINA,1252.34,AMAZONAS,UATUMA,AM
40606,2021-12-19,19141,BALBINA,1155.79,AMAZONAS,UATUMA,AM
40607,2021-12-20,19141,BALBINA,1130.15,AMAZONAS,UATUMA,AM
40608,2021-12-21,19141,BALBINA,1112.85,AMAZONAS,UATUMA,AM
40609,2021-12-22,19141,BALBINA,1101.43,AMAZONAS,UATUMA,AM
40610,2021-12-25,19141,BALBINA,1018.8,AMAZONAS,UATUMA,AM
40611,2021-12-28,19141,BALBINA,1065.02,AMAZONAS,UATUMA,AM
40612,2021-12-29,19141,BALBINA,866.39,AMAZONAS,UATUMA,AM
40613,2021-12-30,19141,BALBINA,1010.6,AMAZONAS,UATUMA,AM
40614,2022-01-01,19141,BALBINA,785.22,AMAZONAS,UATUMA,AM
40615,2022-01-06,19141,BALBINA,689.86,AMAZONAS,UATUMA,AM
40616,2022-01-07,19141,BALBINA,769.43,AMAZONAS,UATUMA,AM
40617,2022-01-08,19141,BALBINA,867.55,AMAZONAS,UATUMA,AM
40618,2022-01-09,19141,BALBINA,724.35,AMAZONAS,UATUMA,AM
40619,2022-01-10,19141,BALBINA,578.0,AMAZONAS,UATUMA,AM
40620,2022-01-11,19141,BALBINA,593.0,AMAZONAS,UATUMA,AM
40621,2001-01-01,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40622,2001-01-08,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40623,2001-01-09,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40624,2001-01-10,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40625,2001-01-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40626,2001-01-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40627,2001-01-20,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40628,2001-01-21,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40629,2001-01-22,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40630,2001-01-23,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40631,2001-01-25,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40632,2001-01-29,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40633,2001-02-02,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40634,2001-02-06,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40635,2001-02-08,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40636,2001-02-12,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40637,2001-02-13,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40638,2001-02-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40639,2001-02-16,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40640,2001-02-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40641,2001-02-21,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40642,2001-02-25,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40643,2001-02-26,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40644,2001-03-02,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40645,2001-03-06,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40646,2001-03-09,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40647,2001-03-10,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40648,2001-03-13,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40649,2001-03-14,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40650,2001-03-16,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40651,2001-03-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40652,2001-03-24,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40653,2001-03-27,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40654,2001-03-28,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40655,2001-03-29,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40656,2001-03-30,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40657,2001-03-31,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40658,2001-04-02,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40659,2001-04-04,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40660,2001-04-06,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40661,2001-04-08,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40662,2001-04-11,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40663,2001-04-12,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40664,2001-04-14,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40665,2001-04-17,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40666,2001-04-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40667,2001-04-22,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40668,2001-04-23,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40669,2001-04-24,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40670,2001-04-25,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40671,2001-04-26,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40672,2001-04-28,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40673,2001-04-29,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40674,2001-04-30,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40675,2001-05-02,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40676,2001-05-06,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40677,2001-05-08,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40678,2001-05-12,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40679,2001-05-13,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40680,2001-05-14,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40681,2001-05-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40682,2001-05-16,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40683,2001-05-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40684,2001-05-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40685,2001-05-20,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40686,2001-05-29,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40687,2001-05-30,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40688,2001-05-31,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40689,2001-06-01,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40690,2001-06-03,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40691,2001-06-04,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40692,2001-06-05,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40693,2001-06-07,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40694,2001-06-09,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40695,2001-06-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40696,2001-06-16,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40697,2001-06-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40698,2001-06-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40699,2001-06-24,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40700,2001-06-27,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40701,2001-07-02,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40702,2001-07-03,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40703,2001-07-04,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40704,2001-07-05,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40705,2001-07-07,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40706,2001-07-08,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40707,2001-07-11,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40708,2001-07-13,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40709,2001-07-14,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40710,2001-07-17,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40711,2001-07-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40712,2001-07-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40713,2001-07-23,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40714,2001-07-25,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40715,2001-07-26,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40716,2001-07-30,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40717,2001-08-01,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40718,2001-08-06,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40719,2001-08-08,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40720,2001-08-10,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40721,2001-08-14,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40722,2001-08-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40723,2001-08-16,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40724,2001-08-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40725,2001-08-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40726,2001-08-20,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40727,2001-08-21,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40728,2001-08-22,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40729,2001-08-23,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40730,2001-08-24,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40731,2001-08-25,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40732,2001-08-26,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40733,2001-08-30,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40734,2001-09-04,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40735,2001-09-06,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40736,2001-09-07,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40737,2001-09-09,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40738,2001-09-11,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40739,2001-09-12,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40740,2001-09-13,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40741,2001-09-14,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40742,2001-09-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40743,2001-09-16,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40744,2001-09-17,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40745,2001-09-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40746,2001-09-20,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40747,2001-09-21,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40748,2001-09-22,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40749,2001-09-24,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40750,2001-10-01,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40751,2001-10-02,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40752,2001-10-03,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40753,2001-10-04,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40754,2001-10-05,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40755,2001-10-08,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40756,2001-10-10,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40757,2001-10-11,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40758,2001-10-17,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40759,2001-10-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40760,2001-10-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40761,2001-10-21,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40762,2001-10-22,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40763,2001-10-24,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40764,2001-10-26,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40765,2001-10-27,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40766,2001-10-31,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40767,2001-11-03,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40768,2001-11-05,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40769,2001-11-06,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40770,2001-11-11,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40771,2001-11-13,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40772,2001-11-14,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40773,2001-11-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40774,2001-11-17,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40775,2001-11-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40776,2001-11-21,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40777,2001-11-22,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40778,2001-11-24,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40779,2001-11-26,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40780,2001-11-27,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40781,2001-12-01,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40782,2001-12-02,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40783,2001-12-03,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40784,2001-12-04,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40785,2001-12-05,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40786,2001-12-07,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40787,2001-12-10,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40788,2001-12-13,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40789,2001-12-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40790,2001-12-16,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40791,2001-12-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40792,2001-12-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40793,2001-12-20,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40794,2001-12-21,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40795,2001-12-22,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40796,2001-12-26,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40797,2001-12-28,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40798,2001-12-29,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40799,2005-01-01,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40800,2005-01-02,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40801,2005-01-04,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40802,2005-01-12,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40803,2005-01-14,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40804,2005-01-15,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40805,2005-01-16,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40806,2005-01-18,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40807,2005-01-19,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40808,2005-01-21,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40809,2005-01-24,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40810,2005-01-25,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40811,2005-01-26,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40812,2005-01-27,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40813,2005-01-28,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40814,2005-01-30,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40815,2005-01-31,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40816,2005-02-03,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
40817,2005-02-06,19145,DARDANELOS,,AMAZONAS,ARIPUANA,MT
