,data,id_reservatorio,nome_reservatorio,afluencia,bacia,rio,estado_sigla
21152,2021-08-14,19137,SAMUEL,19.97,AMAZONAS,JAMARI,RO
21153,2021-08-15,19137,SAMUEL,22.59,AMAZONAS,JAMARI,RO
21154,2021-08-17,19137,SAMUEL,27.95,AMAZONAS,JAMARI,RO
21155,2021-08-19,19137,SAMUEL,16.28,AMAZONAS,JAMARI,RO
21156,2021-08-21,19137,SAMUEL,16.48,AMAZONAS,JAMARI,RO
21157,2021-08-22,19137,SAMUEL,9.25,AMAZONAS,JAMARI,RO
21158,2021-08-24,19137,SAMUEL,3.47,AMAZONAS,JAMARI,RO
21159,2021-08-26,19137,SAMUEL,21.3,AMAZONAS,JAMARI,RO
21160,2021-08-27,19137,SAMUEL,34.47,AMAZONAS,JAMARI,RO
21161,2021-08-28,19137,SAMUEL,20.77,AMAZONAS,JAMARI,RO
21162,2021-09-01,19137,SAMUEL,35.13,AMAZONAS,JAMARI,RO
21163,2021-09-08,19137,SAMUEL,34.21,AMAZONAS,JAMARI,RO
21164,2021-09-10,19137,SAMUEL,31.11,AMAZONAS,JAMARI,RO
21165,2021-09-13,19137,SAMUEL,43.11,AMAZONAS,JAMARI,RO
21166,2021-09-19,19137,SAMUEL,35.71,AMAZONAS,JAMARI,RO
21167,2021-09-22,19137,SAMUEL,38.26,AMAZONAS,JAMARI,RO
21168,2021-09-26,19137,SAMUEL,49.73,AMAZONAS,JAMARI,RO
21169,2021-09-27,19137,SAMUEL,46.24,AMAZONAS,JAMARI,RO
21170,2021-10-02,19137,SAMUEL,30.02,AMAZONAS,JAMARI,RO
21171,2021-10-06,19137,SAMUEL,27.02,AMAZONAS,JAMARI,RO
21172,2021-10-08,19137,SAMUEL,36.46,AMAZONAS,JAMARI,RO
21173,2021-10-10,19137,SAMUEL,62.99,AMAZONAS,JAMARI,RO
21174,2021-10-11,19137,SAMUEL,19.12,AMAZONAS,JAMARI,RO
21175,2021-10-14,19137,SAMUEL,20.27,AMAZONAS,JAMARI,RO
21176,2021-10-16,19137,SAMUEL,33.37,AMAZONAS,JAMARI,RO
21177,2021-10-21,19137,SAMUEL,65.85,AMAZONAS,JAMARI,RO
21178,2021-10-22,19137,SAMUEL,65.19,AMAZONAS,JAMARI,RO
21179,2021-10-23,19137,SAMUEL,56.8,AMAZONAS,JAMARI,RO
21180,2021-10-25,19137,SAMUEL,59.96,AMAZONAS,JAMARI,RO
21181,2021-10-29,19137,SAMUEL,65.54,AMAZONAS,JAMARI,RO
21182,2021-11-01,19137,SAMUEL,99.18,AMAZONAS,JAMARI,RO
21183,2021-11-02,19137,SAMUEL,114.36,AMAZONAS,JAMARI,RO
21184,2021-11-04,19137,SAMUEL,155.0,AMAZONAS,JAMARI,RO
21185,2021-11-05,19137,SAMUEL,166.15,AMAZONAS,JAMARI,RO
21186,2021-11-09,19137,SAMUEL,146.74,AMAZONAS,JAMARI,RO
21187,2021-11-10,19137,SAMUEL,149.29,AMAZONAS,JAMARI,RO
21188,2021-11-13,19137,SAMUEL,171.66,AMAZONAS,JAMARI,RO
21189,2021-11-14,19137,SAMUEL,170.09,AMAZONAS,JAMARI,RO
21190,2021-11-16,19137,SAMUEL,246.94,AMAZONAS,JAMARI,RO
21191,2021-11-18,19137,SAMUEL,307.13,AMAZONAS,JAMARI,RO
21192,2021-11-23,19137,SAMUEL,457.0,AMAZONAS,JAMARI,RO
21193,2021-11-24,19137,SAMUEL,429.47,AMAZONAS,JAMARI,RO
21194,2021-11-28,19137,SAMUEL,391.0,AMAZONAS,JAMARI,RO
21195,2021-11-29,19137,SAMUEL,336.7,AMAZONAS,JAMARI,RO
21196,2021-11-30,19137,SAMUEL,313.21,AMAZONAS,JAMARI,RO
21197,2021-12-01,19137,SAMUEL,342.77,AMAZONAS,JAMARI,RO
21198,2021-12-02,19137,SAMUEL,322.85,AMAZONAS,JAMARI,RO
21199,2021-12-03,19137,SAMUEL,368.98,AMAZONAS,JAMARI,RO
21200,2021-12-04,19137,SAMUEL,377.35,AMAZONAS,JAMARI,RO
21201,2021-12-07,19137,SAMUEL,536.32,AMAZONAS,JAMARI,RO
21202,2021-12-08,19137,SAMUEL,562.2,AMAZONAS,JAMARI,RO
21203,2021-12-09,19137,SAMUEL,660.31,AMAZONAS,JAMARI,RO
21204,2021-12-10,19137,SAMUEL,692.48,AMAZONAS,JAMARI,RO
21205,2021-12-12,19137,SAMUEL,668.98,AMAZONAS,JAMARI,RO
21206,2021-12-13,19137,SAMUEL,651.73,AMAZONAS,JAMARI,RO
21207,2021-12-15,19137,SAMUEL,605.87,AMAZONAS,JAMARI,RO
21208,2021-12-16,19137,SAMUEL,563.86,AMAZONAS,JAMARI,RO
21209,2021-12-18,19137,SAMUEL,574.96,AMAZONAS,JAMARI,RO
21210,2021-12-21,19137,SAMUEL,634.69,AMAZONAS,JAMARI,RO
21211,2021-12-22,19137,SAMUEL,645.61,AMAZONAS,JAMARI,RO
21212,2021-12-25,19137,SAMUEL,737.57,AMAZONAS,JAMARI,RO
21213,2021-12-30,19137,SAMUEL,737.75,AMAZONAS,JAMARI,RO
21214,2022-01-03,19137,SAMUEL,490.33,AMAZONAS,JAMARI,RO
21215,2022-01-04,19137,SAMUEL,526.48,AMAZONAS,JAMARI,RO
21216,2022-01-07,19137,SAMUEL,650.95,AMAZONAS,JAMARI,RO
21217,2022-01-09,19137,SAMUEL,616.2,AMAZONAS,JAMARI,RO
21218,2022-01-11,19137,SAMUEL,515.45,AMAZONAS,JAMARI,RO
21219,2000-01-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21220,2000-01-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21221,2000-01-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21222,2000-01-05,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21223,2000-01-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21224,2000-01-07,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21225,2000-01-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21226,2000-01-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21227,2000-01-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21228,2000-01-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21229,2000-01-21,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21230,2000-01-22,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21231,2000-01-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21232,2000-01-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21233,2000-01-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21234,2000-01-29,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21235,2000-02-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21236,2000-02-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21237,2000-02-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21238,2000-02-05,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21239,2000-02-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21240,2000-02-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21241,2000-02-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21242,2000-02-13,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21243,2000-02-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21244,2000-02-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21245,2000-02-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21246,2000-02-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21247,2000-02-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21248,2000-03-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21249,2000-03-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21250,2000-03-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21251,2000-03-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21252,2000-03-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21253,2000-03-13,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21254,2000-03-16,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21255,2000-03-17,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21256,2000-03-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21257,2000-03-24,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21258,2000-04-05,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21259,2000-04-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21260,2000-04-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21261,2000-04-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21262,2000-04-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21263,2000-04-13,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21264,2000-04-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21265,2000-04-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21266,2000-04-21,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21267,2000-04-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21268,2000-04-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21269,2000-04-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21270,2000-04-29,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21271,2000-04-30,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21272,2000-05-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21273,2000-05-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21274,2000-05-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21275,2000-05-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21276,2000-05-13,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21277,2000-05-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21278,2000-05-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21279,2000-05-17,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21280,2000-05-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21281,2000-05-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21282,2000-05-21,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21283,2000-05-22,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21284,2000-05-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21285,2000-05-24,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21286,2000-05-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21287,2000-05-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21288,2000-05-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21289,2000-05-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21290,2000-06-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21291,2000-06-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21292,2000-06-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21293,2000-06-07,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21294,2000-06-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21295,2000-06-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21296,2000-06-13,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21297,2000-06-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21298,2000-06-16,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21299,2000-06-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21300,2000-06-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21301,2000-06-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21302,2000-06-22,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21303,2000-06-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21304,2000-06-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21305,2000-06-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21306,2000-06-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21307,2000-06-29,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21308,2000-06-30,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21309,2000-07-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21310,2000-07-07,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21311,2000-07-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21312,2000-07-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21313,2000-07-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21314,2000-07-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21315,2000-07-17,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21316,2000-07-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21317,2000-07-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21318,2000-07-21,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21319,2000-07-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21320,2000-08-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21321,2000-08-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21322,2000-08-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21323,2000-08-05,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21324,2000-08-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21325,2000-08-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21326,2000-08-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21327,2000-08-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21328,2000-08-16,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21329,2000-08-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21330,2000-08-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21331,2000-08-21,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21332,2000-08-22,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21333,2000-08-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21334,2000-08-29,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21335,2000-09-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21336,2000-09-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21337,2000-09-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21338,2000-09-16,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21339,2000-09-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21340,2000-09-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21341,2000-09-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21342,2000-09-24,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21343,2000-09-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21344,2000-09-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21345,2000-09-29,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21346,2000-10-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21347,2000-10-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21348,2000-10-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21349,2000-10-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21350,2000-10-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21351,2000-10-10,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21352,2000-10-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21353,2000-10-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21354,2000-10-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21355,2000-10-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21356,2000-10-16,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21357,2000-10-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21358,2000-10-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21359,2000-10-24,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21360,2000-10-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21361,2000-10-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21362,2000-10-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21363,2000-10-29,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21364,2000-10-30,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21365,2000-11-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21366,2000-11-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21367,2000-11-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21368,2000-11-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21369,2000-11-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21370,2000-11-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21371,2000-11-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21372,2000-11-21,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21373,2000-11-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21374,2000-11-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21375,2000-11-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21376,2000-12-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21377,2000-12-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21378,2000-12-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21379,2000-12-07,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21380,2000-12-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21381,2000-12-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21382,2000-12-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21383,2000-12-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21384,2000-12-17,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21385,2000-12-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21386,2000-12-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21387,2000-12-22,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21388,2000-12-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21389,2000-12-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21390,2000-12-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21391,2001-01-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21392,2001-01-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21393,2001-01-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21394,2001-01-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21395,2001-01-10,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21396,2001-01-16,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21397,2001-01-17,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21398,2001-01-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21399,2001-01-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21400,2001-01-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21401,2001-01-21,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21402,2001-01-24,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21403,2001-01-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21404,2001-01-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21405,2001-01-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21406,2001-01-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21407,2001-01-30,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21408,2001-01-31,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21409,2001-02-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21410,2001-02-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21411,2001-02-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21412,2001-02-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21413,2001-02-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21414,2001-02-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21415,2001-02-13,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21416,2001-02-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21417,2001-02-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21418,2001-02-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21419,2001-02-24,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21420,2001-02-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21421,2001-02-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21422,2001-02-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21423,2001-03-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21424,2001-03-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21425,2001-03-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21426,2001-03-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21427,2001-03-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21428,2001-03-17,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21429,2001-03-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21430,2001-03-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21431,2001-03-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21432,2001-03-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21433,2001-03-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21434,2001-03-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21435,2001-03-30,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21436,2001-04-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21437,2001-04-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21438,2001-04-05,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21439,2001-04-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21440,2001-04-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21441,2001-04-10,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21442,2001-04-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21443,2001-04-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21444,2001-04-13,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21445,2001-04-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21446,2001-04-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21447,2001-04-16,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21448,2001-04-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21449,2001-04-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21450,2001-04-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21451,2001-05-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21452,2001-05-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21453,2001-05-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21454,2001-05-05,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21455,2001-05-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21456,2001-05-07,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21457,2001-05-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21458,2001-05-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21459,2001-05-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21460,2001-05-19,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21461,2001-05-21,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21462,2001-05-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21463,2001-05-24,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21464,2001-05-26,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21465,2001-05-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21466,2001-05-29,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21467,2001-05-30,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21468,2001-06-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21469,2001-06-07,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21470,2001-06-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21471,2001-06-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21472,2001-06-10,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21473,2001-06-13,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21474,2001-06-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21475,2001-06-17,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21476,2001-06-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21477,2001-06-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21478,2001-06-24,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21479,2001-06-25,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21480,2001-06-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21481,2001-06-28,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21482,2001-07-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21483,2001-07-02,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21484,2001-07-03,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21485,2001-07-04,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21486,2001-07-05,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21487,2001-07-06,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21488,2001-07-07,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21489,2001-07-09,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21490,2001-07-10,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21491,2001-07-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21492,2001-07-12,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21493,2001-07-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21494,2001-07-15,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21495,2001-07-20,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21496,2001-07-23,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21497,2001-07-27,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21498,2001-07-31,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21499,2001-08-01,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21500,2001-08-07,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21501,2001-08-08,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21502,2001-08-10,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21503,2001-08-11,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21504,2001-08-14,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
21505,2001-08-18,19138,RONDON II,,AMAZONAS,JI-PARANA,RO
